screen_name,text,sentiment,score,time
KIsprogress,@SayHillYes @DailyMail He disrespected President Obama and his progress on climate change. He has no idea how reality works. Only Complaints,negative,-0.350042,Sat Apr 16 06:12:40 +0000 2016
Timothy_Cama,EPA chief: Obama has 'changed the dynamic' on climate change https://t.co/ZJhpFb9sm4,neutral,0,Fri Apr 15 20:33:19 +0000 2016
crystal_night20,"“@WSCP1: Just when I think hes bottomed out, Obama, our Bottom-feeder-inChief hits a new divisive low - https://t.co/fJwK3ikZyf @seanhannity",negative,-0.769336,Sat Apr 16 05:19:55 +0000 2016
energyroundup,EPA chief: Obama has 'changed the dynamic' on climate change https://t.co/ucNP4OEXOd,neutral,0,Fri Apr 15 21:47:29 +0000 2016
SheeitDawg,Obama admin will be trying to prevent 'climate change' on Mars as a top priority before addressing real threats to the Earth.,negative,-0.731412,Fri Apr 15 20:18:17 +0000 2016
crystal_night20,"“@WSCP1: Just when I think hes bottomed out, Obama, our Bottom-feeder-in-Chief hits a new divisive low - https://t.co/fJwK3ikZyf @AnnCoulter",negative,-0.769336,Sat Apr 16 05:19:25 +0000 2016
E2Wire,EPA chief: Obama has 'changed the dynamic' on climate change https://t.co/IJqApW24Mc,neutral,0,Fri Apr 15 20:05:44 +0000 2016
WSCP1,"Just when I think hes bottomed out, Obama, our Bottom-feeder-in-Chief hits a new divisive low - https://t.co/tlD1ucgLjk #ClimateScam #PJNet",negative,-0.82605,Sat Apr 16 04:51:43 +0000 2016
loopdnews,A new step from this administration on climate change. https://t.co/3OIi0PbU1Z,neutral,0,Fri Apr 15 20:05:16 +0000 2016
stay_visible,EPA chief: Obama has &amp;amp;#039;changed the dynamic&amp;amp;#039; on #capitalism https://t.co/gnGc4GBQhG,positive,0.211704,Fri Apr 15 20:00:06 +0000 2016
TimMelino,EPA chief: Obama has &amp;#039;changed the dynamic&amp;#039; on #climate change https://t.co/oi3yEglNfD https://t.co/s4fS1F3HS4,neutral,0,Fri Apr 15 19:59:07 +0000 2016
Byron_Johnson,EPA chief: Obama has 'changed the dynamic' on climate change https://t.co/Qs4N1srzgP,neutral,0,Fri Apr 15 20:01:29 +0000 2016
TimMelino,EPA chief: Obama has &amp;#039;changed the dynamic&amp;#039; on #climate change https://t.co/oi3yEglNfD,neutral,0,Fri Apr 15 19:59:01 +0000 2016
gridpointwx,EPA chief: Obama has &amp;#039;changed the dynamic&amp;#039; on #climate change https://t.co/tohQWgYYbD,neutral,0,Fri Apr 15 19:59:04 +0000 2016
jonmckeequeen,EPA chief: Obama has 'changed the dynamic' on climate change - The Hill: The HillEPA chief: Obama has 'changed... https://t.co/8dOuyLiHQf,negative,-0.28973,Fri Apr 15 16:02:36 +0000 2016
OFA_NC,"New report on climate change: ""the brunt of the harm will fall on the most vulnerable populations."" https://t.co/E00smMZ44Z #ActOnClimate",negative,-0.681957,Fri Apr 15 18:44:01 +0000 2016
OFA_MO,"New report on climate change: ""the brunt of the harm will fall on the most vulnerable populations."" https://t.co/OkyNfH8dry #ActOnClimate",negative,-0.681957,Fri Apr 15 17:42:01 +0000 2016
GingerLanier,"EPA chief: Obama has 'changed the dynamic' on climate change 
by Timothy Cama    https://t.co/vSLCUNoY60",neutral,0,Fri Apr 15 15:45:34 +0000 2016
garyldeaton,@SenSanders Obama has made big strides in Climate Change and you sir are no fucking Obama. You are not a hair on his ass,negative,-0.630548,Fri Apr 15 15:39:11 +0000 2016
WSCP1,Obama EPA set to act against Congress &amp; American People on climate change. https://t.co/WZWYogCo5L #ClimateScam #TeaParty #tcot #PJNET,negative,-0.431215,Fri Apr 15 22:03:07 +0000 2016
climate_u,EPA chief: Obama has 'changed the dynamic' on climate change - The Hill https://t.co/aV9mMtk4fi,neutral,0,Fri Apr 15 15:35:53 +0000 2016
CLIMATECHANGE8,EPA chief: Obama has 'changed the dynamic' on climate change - The Hill https://t.co/7ic6wIQ72b,neutral,0,Fri Apr 15 15:27:36 +0000 2016
NathanCogswell,@bradplumer Can't underestimate role of John Podesta. Change in Obama once Podesta joined WH. Podesta ensures climate change stays on agenda,positive,0.0591451,Fri Apr 15 15:21:41 +0000 2016
Mulder24,"Sarah Palin, a true patriot, is spot on about climate change. Obama. And she backs the right man for the Oval Office. We need more of her.",negative,-0.0303498,Fri Apr 15 22:17:45 +0000 2016
OFA_UT,"New report on climate change: ""the brunt of the harm will fall on the most vulnerable populations."" https://t.co/lfX89mg2xc #ActOnClimate",negative,-0.681957,Fri Apr 15 13:03:01 +0000 2016
TreeBanker,"Obama on Climate Change: ""Act Now or Condemn World to a Nightmare"" https://t.co/w1E2yNlmD6 via @nbcnews https://t.co/djsLQM0Ry6",negative,-0.699652,Fri Apr 15 13:01:49 +0000 2016
idreamofgoodgov,"@ImVatic Um ok, that's a general statement. All because I disagree w/ you, Did you hear BS give Obama credit for his work on climate change?",negative,-0.683878,Fri Apr 15 06:18:06 +0000 2016
hrkbenowen,"EPA Chief: Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda https://t.co/pZ2CPl9bZz",negative,-0.308403,Tue Apr 19 12:33:25 +0000 2016
idreamofgoodgov,"At the climate change part of the #DemDebate and screw BS, Obama's done more on climate change then any other leader. EVER.
#dismissivejerk",negative,-0.289038,Fri Apr 15 06:02:08 +0000 2016
NextGenClimate,Both candidates said they intend to build on the incredible progress Obama Admin made on climate change #DemDebate,positive,0.832566,Fri Apr 15 03:08:25 +0000 2016
remorphabeing,HRC stop equating yourself with Obama. You're not Obama. You didn't do it. He did. What did you do as sen of NY nothing on Climate Change.,negative,-0.346868,Fri Apr 15 02:38:56 +0000 2016
gas_bill,"#PresidentObama  calls on #YoungScientists to tackle climate change, space exploration https://t.co/oQ9AvKOCrj via @cbsnews",neutral,0,Fri Apr 15 18:51:53 +0000 2016
wyttsndrs,"Most of debt caused by wars on credit, ISIS by power vacuum, might as well try to blame Obama for Climate change too https://t.co/koFVq7yq94",negative,-0.759392,Fri Apr 15 18:52:25 +0000 2016
TheRework,Shameful #BernieSanders ! Attacking President Obama in a debate on climate change Disgusting. #DemDebate #ImWithHer https://t.co/g3BxFETXuT,negative,-0.700388,Fri Apr 15 02:09:56 +0000 2016
the_amphibian,Bernie's bills get nowhere but says he'll do better than president Obama on climate change?! #DemDebate,neutral,0,Fri Apr 15 02:09:11 +0000 2016
FelixBatchassi,@donnabrazile H. Clinton is getting lost in the debate on Climate change. She keeps hiding behind Obama's records. What is proposing?,negative,-0.450453,Fri Apr 15 02:06:45 +0000 2016
JohnKunst,Hillary wants to build on President Obama's weak record on climate change. Bold move Cotton. #DemDebate #TYTLive,negative,-0.107708,Fri Apr 15 02:06:16 +0000 2016
dj74hutch,"Hillary is not passionate about climate change, she hid behind Obama on that answer last night.",negative,-0.702252,Fri Apr 15 10:37:46 +0000 2016
weareci,"Obama calls on young scientists to tackle climate change, space exploration - https://t.co/DqMj8FNlrf #GoogleAlerts",neutral,0,Fri Apr 15 14:38:22 +0000 2016
OFA_NY,"New report on climate change: ""the brunt of the harm will fall on the most vulnerable populations."" https://t.co/3TfsBa2tuB #ActOnClimate",negative,-0.681957,Fri Apr 15 15:01:01 +0000 2016
HeimanLA,"It sucks to lose but Black voters in the South swung Obama's way in 2008. He gave us ACA, Dodd-Frank, progress on climate change and more.",negative,-0.741412,Fri Apr 15 13:05:43 +0000 2016
NancyVolle,Hillary &amp; Obama provides no leadership on climate change. Never names names results in no meaningful action.  #DebateWithBernie,negative,-0.12239,Fri Apr 15 02:04:28 +0000 2016
timothybracken,@BernieSanders showing how important judgement is on fracking and climate change. @HillaryClinton hides behind Obama every time. #tytlive,negative,-0.318455,Fri Apr 15 02:04:30 +0000 2016
WOODRADIO,"Hillary defends Obama's efforts on climate change: ""He deserves our appreciation, not our criticism"" https://t.co/jl6I5HdLtO",negative,-0.541481,Fri Apr 15 02:02:56 +0000 2016
MatsLiland,Obama is much better on climate change than Hillary - but she's trying to take credit for what he did. #DemDebate #CNNDebate,positive,0.309446,Fri Apr 15 02:02:30 +0000 2016
RevoltTV,"Clinton hugs Obama (on climate change) as Bernie runs to his left: So goes tonight, as goes the campaign. Pragmatism v. idealism? #DemDebate",positive,0.00753751,Fri Apr 15 02:02:21 +0000 2016
IsabelSong,"Speaking as someone who has to live on Earth for likely at least another 65+ years, Obama hasn't done enough on climate change. #DemDebate",negative,-0.708354,Fri Apr 15 02:02:01 +0000 2016
LeftyBiLatina,Why does Clinton rely on taking credit for what Obama has done on climate change? She's straight up avoiding speaking against oil.#DemDebate,negative,-0.62243,Fri Apr 15 02:10:10 +0000 2016
veritas_agent,"HRC takes credit on China ""coming to the table on climate change"" - leaves Obama with credit for Libya. #DemDebate",negative,-0.44909,Fri Apr 15 02:15:09 +0000 2016
Hector_E_Alcala,Obama has not done a good job on climate change #DemDebate,negative,-0.53163,Fri Apr 15 02:01:57 +0000 2016
nypost,"Hillary defends Obama's efforts on climate change: ""He deserves our appreciation, not our criticism"" #DemDebate https://t.co/FhUh9c4i3a",negative,-0.411956,Fri Apr 15 02:01:55 +0000 2016
ConorPWilliams,100% true from Clinton here on climate change. Obama pretty much hit all possible levers w/a GOP that wouldn't do anything. #DemDebate,negative,-0.716158,Fri Apr 15 02:01:38 +0000 2016
Deadaghram,"Clinton's record on combating Climate Change: Obama.  

#DemDdebate",negative,-0.491275,Fri Apr 15 02:04:32 +0000 2016
Thelittlefatguy,HRC double-speak peaking on Climate Change Issue. Using the Obama card...#FeelTheBern #Bernise2016,neutral,0,Fri Apr 15 02:01:05 +0000 2016
SachaOnMoney,Hillary lists her record working on climate change &amp; says disappointed that Sanders attacked agreement btwn 190 countries - Obama moved fwd,negative,-0.677516,Fri Apr 15 02:01:22 +0000 2016
PoliticalJudo,.@HillaryClinton ducks behind Obama yet again. This time on climate change. #DemDebate,neutral,0,Fri Apr 15 02:00:53 +0000 2016
politifrognews,"Hillary is defending Obama's record on climate change. Accuses Bernie of diagnosing problem, but doing nothing to fix it.",negative,-0.563225,Fri Apr 15 02:00:45 +0000 2016
TarotDarrow,"#Hillary talks about President Obama has done an ""incredible job"" against great odds on various aspects of climate change. #DemDebate",positive,0.620749,Fri Apr 15 02:00:40 +0000 2016
rossmikaelian,"Hillary says Obama is AMAZING on climate change, meanwhile 21 US youth just sued and won for his inaction #DemDebate https://t.co/5eepw1zTnJ",neutral,0,Fri Apr 15 02:02:18 +0000 2016
keynesian,"Clinton recognizes the progress &amp; effort the Obama Administration has accomplished on Climate Change,",positive,0.786223,Fri Apr 15 02:02:43 +0000 2016
LallyTilly,"Keep it in the ground, Hillary.  We need action on climate change.  And stop taking credit for every Obama accomplishment.  #DemDebate",negative,-0.470599,Fri Apr 15 02:02:38 +0000 2016
CapitalSS,"""President Obama moved forward on climate change! And I was there when he did it, so its kinda like I did it!""",neutral,0,Fri Apr 15 02:02:25 +0000 2016
tnyCloseRead,"Clinton: ""I'm getting a little concerned here"" about what she sees as Sanders' insufficient support for Obama on climate-change. #DemDebate",negative,-0.810765,Fri Apr 15 02:02:00 +0000 2016
gloriaawright,@HillaryClinton @BernieSanders We do doubt Hillary on climate change b/c she supports fracking. Obama name dropping again. She laughs.,negative,-0.173908,Fri Apr 15 01:59:35 +0000 2016
USATOpinion,"#Clinton: Obama done things in face of incredible resistance on climate change. He deserves credit.//Agree? #CNNDebate, #DemocraticDebate",positive,0.531516,Fri Apr 15 02:01:30 +0000 2016
andydl321,"""I was very proud that President Obama led the world on Climate Change with 195 nations in the Paris agreement"" @HillaryClinton #demdebate",positive,0.284946,Fri Apr 15 01:59:32 +0000 2016
southbeachnews,Hillary stealing credit from Obama on Climate Change Summit with China etc.,negative,-0.455777,Fri Apr 15 01:58:41 +0000 2016
podemosusa,@HillaryClinton you didn't bring these counties together on climate change efforts. Obama did. Let him keep his credit. #BrooklynDebate,negative,-0.353181,Fri Apr 15 02:00:34 +0000 2016
Jenallen28,#CNNDebate Clinton again should hype Obama's success on climate change! You'd almost think we hadn't had a great president for 7 years!,positive,0.38844,Fri Apr 15 01:57:14 +0000 2016
msainat1,The World doesnt have time for incremental action on Climate Change @HillaryClinton #DemDebate Stop pandering to Obama supporters,negative,-0.871851,Fri Apr 15 02:00:27 +0000 2016
Sheeyahshee,"Clinton credits Obama for ""leading the effort to protect our world"" on climate change (which is BS) yet supports fracking #DemDebate",negative,-0.274319,Fri Apr 15 01:59:58 +0000 2016
trevormillhouse,Bringing up Obama for your climate change rep. is a poor idea. The environment is the one issue he's FAR too conservative on. #DemDebate,negative,-0.744054,Fri Apr 15 01:59:39 +0000 2016
dklein114,@HillaryClinton how is @BernieSanders attacking Obama on climate change? #StopSmearingSanders #DemDebate #TellTheTruth #FossilFuels,negative,-0.581556,Fri Apr 15 01:59:55 +0000 2016
WSCP2,"Just when I think hes bottomed out, Obama, our Bottom-feeder-in-Chief hits a new divisive low - https://t.co/wYdb4wN0rA #ClimateScam #PJNet",negative,-0.82605,Fri Apr 15 01:11:17 +0000 2016
chinoisdEtats,Clinton trying to hide behind Obama's skirts on climate change.,negative,-0.535514,Fri Apr 15 01:59:35 +0000 2016
the_amphibian,There Bernie goes again putting down President Obama's work on climate change. #DemDebate,negative,-0.531191,Fri Apr 15 01:59:46 +0000 2016
OFA_AZ,"New report on climate change: ""the brunt of the harm will fall on the most vulnerable populations."" https://t.co/xbC7EnLoFG #ActOnClimate",negative,-0.681957,Fri Apr 15 00:13:01 +0000 2016
drfourny,"Does HRC support tax on carbon emissions? HRC claims credit for Obama's steps on climate change.It's Obama's policy, not hers!",negative,-0.0666943,Fri Apr 15 01:58:25 +0000 2016
reba_ry,@FoxNews @BretBaier @JenGriffinFNC Obama hates America so much he's spending money on climate change woopi do #sad,negative,-0.926657,Thu Apr 14 23:11:09 +0000 2016
Agenda21Feed,"Obama calls on young scientists to tackle climate change, space exploration https://t.co/zopN63QQMV",neutral,0,Thu Apr 14 22:42:16 +0000 2016
TheLonePairNews,"Fossil-fuel sector must adapt to low-carbon economy, climate czar warns: Obama’s top adviser on climate change... https://t.co/rwhiMTOwcD",negative,-0.482547,Thu Apr 14 22:48:30 +0000 2016
WSCP1,Obama EPA set to act against Congress &amp; American People on climate change. https://t.co/WZWYogCo5L #ClimateScam #TeaParty #tcot #PJNET,negative,-0.431215,Thu Apr 14 21:39:56 +0000 2016
EricShapiro3,"@ColinIbrahim and all of Obama's executive orders on climate change, immigration, guns etc would be undone",negative,-0.682797,Thu Apr 14 21:02:47 +0000 2016
WSCP2,Obama EPA set to act against Congress &amp; American People on climate change. https://t.co/MHdNLfL6HE #ClimateScam #TeaParty #tcot #PJNET,negative,-0.431215,Thu Apr 14 21:50:22 +0000 2016
dcolgren,US SEC seeks comment on public companies #sustainability reporting. https://t.co/1Ka9uaz2Ad #Climate #Change #Obama #Climate #Finance,negative,-0.448178,Thu Apr 14 17:29:12 +0000 2016
alextatex,OBAMA INTRODUCED FRACKING. HE'S BEEN DISSAPOINTING ON CLIMATE CHANGE. STOP GIDING BEHIND HIM,negative,-0.414772,Fri Apr 15 01:57:54 +0000 2016
updatesbot,UN Secretary-General: I'm Glad Obama Is https://t.co/nNHA0fhZlr DISTRESS - CLIMATE CHANGE #congress #glad #global FREE PROMOTIONS ADS GRATIS,positive,0.663236,Thu Apr 14 16:55:24 +0000 2016
OFA_IN,"New report on climate change: ""the brunt of the harm will fall on the most vulnerable populations."" https://t.co/9Qp71yKNkf #ActOnClimate",negative,-0.681957,Thu Apr 14 16:05:01 +0000 2016
OFA_CT,"New report on climate change: ""the brunt of the harm will fall on the most vulnerable populations."" https://t.co/NLL3lOjOsT #ActOnClimate",negative,-0.681957,Thu Apr 14 16:05:01 +0000 2016
OFA_VT,"New report on climate change: ""the brunt of the harm will fall on the most vulnerable populations."" https://t.co/OWL7OSkFHj #ActOnClimate",negative,-0.681957,Thu Apr 14 16:05:01 +0000 2016
OFA_WY,"New report on climate change: ""the brunt of the harm will fall on the most vulnerable populations."" https://t.co/h05jDQ1blb #ActOnClimate",negative,-0.681957,Fri Apr 15 01:48:01 +0000 2016
OFA_MD,"New report on climate change: ""the brunt of the harm will fall on the most vulnerable populations."" https://t.co/afLliGHCtc #ActOnClimate",negative,-0.681957,Thu Apr 14 16:05:01 +0000 2016
rjput01,@WSJ he sounds just like Obama about Isis so we're to believe that anything that goes wrong is to blamed on climate change idiotic,negative,-0.860696,Fri Apr 15 00:35:13 +0000 2016
OFA_RI,"New report on climate change: ""the brunt of the harm will fall on the most vulnerable populations."" https://t.co/lBrhZL243A #ActOnClimate",negative,-0.681957,Thu Apr 14 16:05:01 +0000 2016
ALEXNEWMAN_JOU,Just got off weekly segment on K-Talk in Salt Lake City on #geopolitics &amp; more. Here's archive for last week's show: https://t.co/p5iB7OupNC,negative,-0.451336,Thu Apr 14 17:15:37 +0000 2016
OFA_DC,"New report on climate change: ""the brunt of the harm will fall on the most vulnerable populations."" https://t.co/y86QwjiPb8 #ActOnClimate",negative,-0.681957,Thu Apr 14 16:05:01 +0000 2016
OFA_KY,"New report on climate change: ""the brunt of the harm will fall on the most vulnerable populations."" https://t.co/hPStNbG96s #ActOnClimate",negative,-0.681957,Thu Apr 14 16:05:01 +0000 2016
JohnedwClark,"Obama calls on young scientists to tackle climate change, space exploration https://t.co/KculTnHuBZ@",neutral,0,Thu Apr 14 12:08:15 +0000 2016
nat5771,@POTUS @VP @WhiteHouse @JohnKerry @SenateFloor @HouseFloor @CIA @FBI helping President Obama on climate change the Chinese sent a ship to,neutral,0,Thu Apr 14 19:26:33 +0000 2016
WSCP1,"Just when I think hes bottomed out, Obama, our Bottom-feeder-in-Chief hits a new divisive low - https://t.co/tlD1ucymHU #ClimateScam #PJNet",negative,-0.82605,Thu Apr 14 04:39:45 +0000 2016
dcolgren,US SEC seeks comment on public companies #sustainability reporting. https://t.co/1Ka9uaz2Ad #Climate #Change #Finance #PopeFrancis #Obama,neutral,0,Thu Apr 14 17:21:30 +0000 2016
OFA_ME,"New report on climate change: ""the brunt of the harm will fall on the most vulnerable populations."" https://t.co/mjxt16mccF #ActOnClimate",negative,-0.681957,Thu Apr 14 16:05:01 +0000 2016
OFA_DE,"New report on climate change: ""the brunt of the harm will fall on the most vulnerable populations."" https://t.co/OiYvYAwTUt #ActOnClimate",negative,-0.681957,Thu Apr 14 16:05:01 +0000 2016
jameswnelson,"obama the muslim goes on and on and on and on and on....
****... https://t.co/uv8xxHjzst",neutral,0,Thu Apr 14 01:58:05 +0000 2016
davisym00,"How Obama, Clinton crashed a 'secret' meet between China, India via @firstpost   https://t.co/BPTPykw4Yf. HRC on climate change 2009",negative,-0.529221,Thu Apr 14 01:53:17 +0000 2016
Robthepromoter,Keep the heat on Obama! Ask him to help ratify the Paris Climate Agreement. - Sign the Petition! https://t.co/gSH8B7jCKs via @Change,positive,0.0236629,Thu Apr 14 00:45:19 +0000 2016
OFA_NH,"New report on climate change: ""the brunt of the harm will fall on the most vulnerable populations."" https://t.co/kELRH4pSyl #ActOnClimate",negative,-0.681957,Thu Apr 14 16:05:01 +0000 2016
OFA_CO,"New report on climate change: ""the brunt of the harm will fall on the most vulnerable populations."" https://t.co/rtAnqGbLrn #ActOnClimate",negative,-0.681957,Thu Apr 14 00:30:02 +0000 2016
RuthaSardella,"Obama calls on kids to tackle climate change, space exploration https://t.co/OZ9i2fI9qY",negative,-0.329106,Thu Apr 14 00:26:08 +0000 2016
climate_u,"Obama calls on young scientists to tackle climate change, space exploration - CBS News https://t.co/hVqx0S1YDy",neutral,0,Thu Apr 14 00:25:11 +0000 2016
Indout__,"Obama calls on young scientists to tackle climate change, space exploration https://t.co/6awZTOtULV",neutral,0,Wed Apr 13 22:48:11 +0000 2016
SteveColecchi,Vatican official backs Obama on #ClimateChange – CRUX - @CatholicClimate  https://t.co/VZWlLabqvr https://t.co/a0yEmB2udp,negative,-0.201723,Wed Apr 13 22:08:19 +0000 2016
CBSSciTech,Pres. Obama has a challenge for America's next generation of scientists: https://t.co/Ye0up2JXvx https://t.co/bfKs3dgiwG,positive,0.343185,Wed Apr 13 21:59:12 +0000 2016
NotCMBurns,Australia stands strong against the farce and fraud of man-made global-warming: https://t.co/Oyx8bxDSOq #climate,negative,-0.421206,Thu Apr 14 09:06:49 +0000 2016
gomaam,"Obama calls on kids to tackle climate change, space exploration https://t.co/sthYfDTar1",negative,-0.329106,Thu Apr 14 08:38:13 +0000 2016
jodyrudy0,"Obama calls on kids to tackle climate change, space exploration https://t.co/37Yu89Vk0X",negative,-0.329106,Wed Apr 13 21:26:16 +0000 2016
VikkiMarshall4,"#Obama calls on young scientists to tackle #climatechange, #spaceexploration https://t.co/VT59qzq6Mx #WHScienceFair 🚀🔭🔬⚗🌎",positive,0.267243,Thu Apr 14 04:43:26 +0000 2016
OFA_AK,"New report on climate change: ""the brunt of the harm will fall on the most vulnerable populations."" https://t.co/fOh23QKdSg #ActOnClimate",negative,-0.681957,Thu Apr 14 02:00:01 +0000 2016
SecretNewsBot3,"Obama calls on young scientists to tackle climate change, space exploration https://t.co/PvUmDXYsKc",neutral,0,Thu Apr 14 00:41:36 +0000 2016
arvnp,"Obama calls on young scientists to tackle climate change, space exploration https://t.co/blNSaWpET6 #science #news",neutral,0,Wed Apr 13 23:04:38 +0000 2016
BealsParrish,"Obama calls on young scientists to tackle climate change, space exploration https://t.co/uCBHv4heAg",neutral,0,Thu Apr 14 00:12:47 +0000 2016
MaryPatti88,"Obama calls on kids to tackle climate change, space exploration - https://t.co/JEQ63mZd5r",negative,-0.304278,Wed Apr 13 20:57:55 +0000 2016
micheilethan61,"Obama calls on kids to tackle climate change, space exploration https://t.co/3iiVjYViZc",negative,-0.329106,Wed Apr 13 21:26:51 +0000 2016
RogerHernan88,"Obama calls on kids to tackle climate change, space exploration - https://t.co/CVu4DWioqB",negative,-0.304278,Wed Apr 13 20:57:54 +0000 2016
ClimateNexus,"At White House Science Fair, Obama calls on young scientists to tackle climate change https://t.co/l0CQRrGVkP #WHScienceFair",positive,0.252105,Wed Apr 13 21:57:12 +0000 2016
ClaytonPerlman,"Obama calls on kids to tackle climate change, space exploration https://t.co/yDwj13BmZ8",negative,-0.329105,Wed Apr 13 20:52:09 +0000 2016
WilliamJolliff8,"Obama calls on kids to tackle climate change, space exploration - https://t.co/U9XlTp0TsW",negative,-0.304278,Wed Apr 13 20:57:55 +0000 2016
tweetpoliticsUS,"Obama calls on kids to tackle climate change, space exploration: The president hosted his sixth and final Whit... https://t.co/59Vv57OgvF",neutral,0,Wed Apr 13 21:14:32 +0000 2016
SchuylerAugust,"Obama calls on kids to tackle climate change, space exploration https://t.co/09ZoWiexJX",negative,-0.329106,Wed Apr 13 21:13:31 +0000 2016
bitchinscience,"Obama calls on young nerds to tackle climate change, space exploration - CBS News https://t.co/JN3ZqsYEP4",neutral,0,Wed Apr 13 21:11:06 +0000 2016
WSCP1,Obama EPA set to act against Congress &amp; American People on climate change. https://t.co/WZWYogCo5L #ClimateScam #TeaParty #tcot #PJNET,negative,-0.431215,Wed Apr 13 21:25:59 +0000 2016
GearaltBruno,"Obama calls on kids to tackle climate change, space exploration https://t.co/fCXN2Zsuuu",negative,-0.329105,Wed Apr 13 21:25:57 +0000 2016
Prosperocity,"Talkin' Tech with ChendaNgak Obama calls on kids to tackle climate change, space explorati… https://t.co/lP7ZEf52GU https://t.co/xSL8SGRIbG",neutral,0,Wed Apr 13 20:48:42 +0000 2016
EINElectricPwr,"Obama calls on kids to tackle climate change, space exploration https://t.co/Anu98WJMHf",negative,-0.329105,Wed Apr 13 20:40:48 +0000 2016
bruceheen1,"Obama calls on kids to tackle climate change, space exploration https://t.co/IczLSGGYxT",negative,-0.329105,Wed Apr 13 20:52:08 +0000 2016
EINElectricPwr,"Obama calls on kids to tackle climate change, space exploration https://t.co/Anu98X1nyN",negative,-0.329105,Wed Apr 13 20:50:41 +0000 2016
JeffDudleyMidla,"Obama calls on kids to tackle climate change, space exploration https://t.co/aGtHaZfsMK",negative,-0.329105,Wed Apr 13 20:52:09 +0000 2016
jesussalas01,"Obama calls on kids to tackle climate change, space exploration https://t.co/FqBAte2tuS",negative,-0.329106,Wed Apr 13 20:52:08 +0000 2016
WilliamJegen,"Obama calls on kids to tackle climate change, space exploration https://t.co/IXWsvCKBVs",negative,-0.329106,Wed Apr 13 20:52:07 +0000 2016
KalashnikovGS,"Obama calls on kids to tackle climate change, space exploration: The president hosted his sixth and final Whit... https://t.co/BgwUan4HIO",neutral,0,Wed Apr 13 20:33:09 +0000 2016
ObamaInTheNews,"CBS News:  Obama calls on kids to tackle climate change, space exploration . More #Obama #news - https://t.co/OkWn16C9Mn",negative,-0.356695,Wed Apr 13 20:46:00 +0000 2016
SpaceExplorati,"Obama calls on young scientists to tackle climate change, space exploration - CBS News https://t.co/f82SqyH0VT",neutral,0,Wed Apr 13 20:48:06 +0000 2016
SpacExploration,"Obama calls on young scientists to tackle climate change, space exploration - CBS News https://t.co/8qO84lafmF",neutral,0,Wed Apr 13 20:48:05 +0000 2016
Bakchich073,"Obama calls on kids to tackle climate change, space exploration: The president hosted his sixth and final Whit... https://t.co/YiHKae2Kc7",neutral,0,Wed Apr 13 20:39:04 +0000 2016
RodrigueJonhson,"Obama calls on kids to tackle climate change, space exploration: The president hosted his sixth and ... https://t.co/LWw5tMdzl9 #security",negative,-0.258243,Wed Apr 13 20:39:04 +0000 2016
Politics4All,"Obama calls on kids to tackle climate change, space exploration https://t.co/ylsBPAC9yy #politics",negative,-0.33903,Wed Apr 13 20:27:52 +0000 2016
CBSPolitics,"President Obama calls on young scientists to tackle climate change, space exploration at White House Science Fair https://t.co/t8PwUyGHMp",positive,0.265975,Wed Apr 13 20:26:23 +0000 2016
tan123,Prepare for better weather: Obama calls on young scientists to tackle climate change... https://t.co/35InZ0DqqK,neutral,0,Wed Apr 13 20:28:35 +0000 2016
uspoli,"CBS NEWS: Obama calls on kids to tackle climate change, space exploration https://t.co/r8O2HzqIKG",negative,-0.388349,Wed Apr 13 20:37:54 +0000 2016
shaneflannagan,"@BretBaier wow. I took them as flying over like 1000 feet in the air, not literally on them. Where is Obama? Worried about climate change",negative,-0.330439,Wed Apr 13 19:47:13 +0000 2016
DailySignal,"Targeted for not agreeing with the Obama administration on climate change, @ceidotorg is fighting back. https://t.co/BervU3WK9X",negative,-0.527549,Wed Apr 13 17:26:41 +0000 2016
Valuebroadcast,"Obama calls on kids to tackle climate change, space exploration: The president hosted his sixth and fina... https://t.co/VE65Bz8wfa #news",neutral,0,Wed Apr 13 20:32:11 +0000 2016
Playamos,"Obama calls on kids to tackle climate change, space exploration: The president hosted his sixth and final Whit... https://t.co/zwFi5HtS9q",neutral,0,Wed Apr 13 20:33:06 +0000 2016
dlusstnews,"Obama calls on kids to tackle climate change, space exploration: The president hosted his sixth and final Whit... https://t.co/dajx5hQe7z",neutral,0,Wed Apr 13 20:32:55 +0000 2016
SpaExploration,"Obama calls on young scientists to tackle climate change, space exploration - CBS News https://t.co/YrozUdrwYQ",neutral,0,Wed Apr 13 20:29:06 +0000 2016
BrissonJeremy,"Obama on the science channel pushing for a ""global climate change"" legislation/treaty....... Not good",negative,-0.505062,Wed Apr 13 18:50:52 +0000 2016
NotCMBurns,Australia stands strong against the farce and fraud of man-made global-warming: https://t.co/Oyx8bxVtFY #climate,negative,-0.421206,Wed Apr 13 18:53:48 +0000 2016
WSCP2,Obama EPA set to act against Congress &amp; American People on climate change. https://t.co/MHdNLfL6HE #ClimateScam #TeaParty #tcot #PJNET,negative,-0.431215,Wed Apr 13 20:07:22 +0000 2016
