screen_name,text,sentiment,score,time
AtomicElbow1,@TravisRuger @jivejiverson  HRC is zealous advocate on climate change. Your ignorance is revealing @stylistkavin https://t.co/GwxRu5BCsR,positive,0.318914,Thu Apr 14 14:56:45 +0000 2016
tripgabriel,"Frack attack from Sanders.  Here's bg on that
https://t.co/2lOeJR5oJe",negative,-0.661722,Fri Apr 15 01:59:56 +0000 2016
trustcurrency,"#BrooklynDebate #DemDebate A balanced take on Hillary climate change voting record - some good, some bad https://t.co/DIQGSRsvyQ",neutral,0,Fri Apr 15 01:57:45 +0000 2016
JoeTheTerrorist,"Hillary Clinton: ""I am a leader on Climate Change...wait, fracking and Keystone XL? Next question"" #DemDebate",neutral,0,Fri Apr 15 01:59:44 +0000 2016
CowBuffalo,"Dear Hillary Clinton, gradual progress on climate change is just as bad as no progress. At this point it is all or nothing. We're in danger.",negative,-0.529972,Fri Apr 15 01:59:07 +0000 2016
amNewYork,Bernie Sanders on climate change during the #DemDebate https://t.co/c8v377NZfi https://t.co/PJfSYeYKCs,neutral,0,Fri Apr 15 01:58:48 +0000 2016
mgivel,We’re out of time on climate change. And Hillary Clinton helped get us here | Naomi Klein https://t.co/Locf1jtUZ5,neutral,0,Thu Apr 14 18:39:37 +0000 2016
miconian,"On Hillary's problems with climate change, see @NaomiAKlein 's great article: https://t.co/9hIyGnnUhc #DemDebate",positive,0.256384,Fri Apr 15 01:57:38 +0000 2016
ReelRotation27,We’re out of time on climate change. And Hillary Clinton helped get us here | Naomi Klein https://t.co/FW8mOoK23G,neutral,0,Thu Apr 14 14:17:24 +0000 2016
inglamwetrust,.@HillaryClinton's environmental justice plan targets the effects of climate change on minority communities: https://t.co/LxbjwnXglk #AA,neutral,0,Thu Apr 14 13:24:39 +0000 2016
MABeckerich,"Hillary Clinton’s Leftward Shift on Climate Change | Mother Jones
@BernieSanders 
#Bernie2016  https://t.co/uEe28qlGLZ",negative,-0.559162,Thu Apr 14 12:18:13 +0000 2016
routetroupe,"Money in politics leads to Climate change deniers on one side and  #CorruptionDeniers on the other. #BernieOrBust
https://t.co/J2SSpurVeG",negative,-0.511027,Thu Apr 14 15:10:10 +0000 2016
G_Whitney_Leigh,"@AmandaMarcotte Only one candidate has openly challenged the Pope's on women &amp; LGBQT issues. Sanders, not Clinton. https://t.co/uG6tK4vBXb",neutral,0,Thu Apr 14 18:29:31 +0000 2016
lr4kids,We’re out of time on climate change. And Hillary Clinton helped get us here | Naomi Klein https://t.co/x8qkt5jiID,neutral,0,Wed Apr 13 17:20:09 +0000 2016
sn329896,"WE’RE OUT OF TIME ON CLIMATE CHANGE. AND HILLARY CLINTON HELPED US GET HERE. BY NAOMI KLEIN | ""Global Possibilities"" https://t.co/KXGihBBrZW",neutral,0,Wed Apr 13 13:54:47 +0000 2016
CorrectRecord,.@HillaryClinton's environmental justice plan targets the effects of climate change on minority communities: https://t.co/cWKJeTm8e0,neutral,0,Wed Apr 13 20:09:21 +0000 2016
Enviros4Bernie,"Hillary Clinton ""has a long history of...promoting American fracking technology around the world."" https://t.co/zM90iaIx8l",neutral,0,Wed Apr 13 20:10:17 +0000 2016
eelawl1966,"We’re out of time on climate change. And Hillary Clinton helped get us here | Naomi Klein
#NYPrimary 
 https://t.co/Va6EwpdiQB",neutral,0,Wed Apr 13 16:20:59 +0000 2016
inglamwetrust,.@HillaryClinton's #EnvironmentalJustice plan targets effects of climate change on minority communities: https://t.co/LxbjwnXglk #Latinos,neutral,0,Thu Apr 14 13:25:13 +0000 2016
BaldoLucchese2,Rating #HillaryClinton versus #BernieSanders on #ClimateChange #policy: #Hillary ambiguous and unconvincing  https://t.co/5H1ORt0TgZ,negative,-0.925974,Wed Apr 13 13:17:32 +0000 2016
yvetterusse11,We’re out of time on #climatechange. And #HillaryClinton helped get us here | https://t.co/HpTFs52V6u,neutral,0,Wed Apr 13 12:41:18 +0000 2016
ClimateHome,"Think Bernie and Hillary have similar views on #climatechange? Think again, writes @TimmonsRoberts https://t.co/ysfX7dsWDq",negative,-0.200664,Wed Apr 13 12:16:24 +0000 2016
forrestbuzz13,WE’RE OUT OF TIME ON CLIMATE CHANGE. AND HILLARY CLINTON HELPED US GET HERE. BY NAOMI KLEIN https://t.co/WTISV58FNJ,neutral,0,Wed Apr 13 13:00:55 +0000 2016
lizasimonepgla,We’re out of time on #climatechange And @HillaryClinton helped get us here @NaomiAKlein https://t.co/oCSKueGwSN #notmeus,negative,-0.403395,Wed Apr 13 05:41:21 +0000 2016
ChelseaZantay,‘Fractivists’ Increase Pressure on Hillary Clinton and Bernie Sanders in New York | Toxics Targeting https://t.co/rcqui2MPhm,negative,-0.289415,Thu Apr 14 12:58:57 +0000 2016
SamBhullar_,We’re out of time on climate change. And Hillary Clinton helped get us here | Naomi Klein via @guardian https://t.co/tM9MGYBDOZ,neutral,0,Tue Apr 12 20:11:43 +0000 2016
mariabregitta,We’re out of time on climate change. And Hillary Clinton helped get us here | Naomi Klein https://t.co/WLz1rQeDOj,neutral,0,Wed Apr 13 05:04:04 +0000 2016
joemungus,We’re out of time on climate change. And Hillary Clinton helped get us here | Naomi Klein https://t.co/PDdGZjFAJv,neutral,0,Tue Apr 12 17:22:29 +0000 2016
Sr_Politics,‘Fractivists’ Increase Pressure on Hillary Clinton and Bernie Sanders in New York https://t.co/TCTJimgdpo @tripgabriel reports,negative,-0.242206,Thu Apr 14 10:47:51 +0000 2016
JoshuaBuckley76,"talking about climate change isnt enough. Hillary Clinton Statement on the Paris Climate Change Agreement
 https://t.co/E7VxvRNAVp",negative,-0.358051,Wed Apr 13 21:31:25 +0000 2016
ReformedPsycho,We’re out of time on climate change. And Hillary Clinton helped get us here - the guardian https://t.co/lU1AEaFM5C,negative,-0.342119,Tue Apr 12 16:04:46 +0000 2016
montymckeever,We’re out of time on #climatechange. And @HillaryClinton helped get us here | Naomi Klein: https://t.co/cFO8uS8uM5,positive,0.453273,Tue Apr 12 12:35:17 +0000 2016
linnea_joandi,We’re out of time on climate change. And Hillary Clinton helped get us here | Naomi Klein - TheGuardian https://t.co/NFUDlRkDCK,neutral,0,Thu Apr 14 08:56:43 +0000 2016
MizzenR,We’re out of time on climate change. And Hillary Clinton helped get us here https://t.co/9syV59qu7i #climatechange #keepitintheground,negative,-0.387366,Tue Apr 12 19:38:52 +0000 2016
CGBERGIN,We’re out of time on climate change. And Hillary Clinton helped get us here | Naomi Klein https://t.co/bhkJUgcwb3,neutral,0,Tue Apr 12 19:53:41 +0000 2016
